# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  793       3.420977447473e-10       2.227461734210e-12      -1.405398520417e-11       0.000000000000e+00       1.340134571570e-14       5.094136616931e-15      -2.798044404661e-16 
  794       3.426496433168e-10       2.197206500547e-12      -1.384955422612e-11       0.000000000000e+00       1.333856015021e-14       5.078171264737e-15      -2.749340761958e-16 
  795       3.431782542048e-10       2.167473223206e-12      -1.364182350295e-11       0.000000000000e+00       1.327614150828e-14       5.061990047427e-15      -2.700528810420e-16 
  796       3.436833078293e-10       2.138275182533e-12      -1.343087540924e-11       0.000000000000e+00       1.321408750243e-14       5.045599161448e-15      -2.651619685867e-16 
  797       3.441645332263e-10       2.109625756201e-12      -1.321679329189e-11       0.000000000000e+00       1.315239578525e-14       5.029004873218e-15      -2.602624632053e-16 
  798       3.446216580468e-10       2.081538419475e-12      -1.299966147326e-11       0.000000000000e+00       1.309106394924e-14       5.012213519350e-15      -2.553555000989e-16 
  799       3.450544085535e-10       2.054026745471e-12      -1.277956525442e-11       0.000000000000e+00       1.303008952651e-14       4.995231506878e-15      -2.504422253276e-16 
  800       3.454625096180e-10       2.027104405424e-12      -1.255659091824e-11       0.000000000000e+00       1.296946998857e-14       4.978065313483e-15      -2.455237958435e-16 
  801       3.458456847178e-10       2.000785168953e-12      -1.233082573264e-11       0.000000000000e+00       1.290920274610e-14       4.960721487714e-15      -2.406013795231e-16 
  802       3.462036559336e-10       1.975082904320e-12      -1.210235795371e-11       0.000000000000e+00       1.284928514867e-14       4.943206649217e-15      -2.356761552004e-16 
  803       3.465361439459e-10       1.950011578699e-12      -1.187127682893e-11       0.000000000000e+00       1.278971448459e-14       4.925527488955e-15      -2.307493127000e-16 
  804       3.468428680322e-10       1.925585258434e-12      -1.163767260032e-11       0.000000000000e+00       1.273048798059e-14       4.907690769437e-15      -2.258220528697e-16 
  805       3.471235460639e-10       1.901818109312e-12      -1.140163650763e-11       0.000000000000e+00       1.267160280161e-14       4.889703324939e-15      -2.208955876135e-16 
  806       3.473778945037e-10       1.878724396816e-12      -1.116326079151e-11       0.000000000000e+00       1.261305605058e-14       4.871572061733e-15      -2.159711399245e-16 
  807       3.476056284021e-10       1.856318486398e-12      -1.092263869669e-11       0.000000000000e+00       1.255484476819e-14       4.853303958306e-15      -2.110499439177e-16 
  808       3.478064613950e-10       1.834614843739e-12      -1.067986447517e-11       0.000000000000e+00       1.249696593260e-14       4.834906065589e-15      -2.061332448630e-16 
  809       3.479801057000e-10       1.813628035011e-12      -1.043503338936e-11       0.000000000000e+00       1.243941645928e-14       4.816385507180e-15      -2.012222992178e-16 
  810       3.481262721141e-10       1.793372727145e-12      -1.018824171531e-11       0.000000000000e+00       1.238219320072e-14       4.797749479571e-15      -1.963183746604e-16 
  811       3.482446700104e-10       1.773863688094e-12      -9.939586745832e-12       0.000000000000e+00       1.232529294619e-14       4.779005252367e-15      -1.914227501223e-16 
  812       3.483350073350e-10       1.755115787092e-12      -9.689166793716e-12       0.000000000000e+00       1.226871242154e-14       4.760160168518e-15      -1.865367158215e-16 
  813       3.483969906045e-10       1.737143994926e-12      -9.437081194893e-12       0.000000000000e+00       1.221244828897e-14       4.741221644536e-15      -1.816615732952e-16 
  814       3.484303249024e-10       1.719963384194e-12      -9.183430311610e-12       0.000000000000e+00       1.215649714672e-14       4.722197170727e-15      -1.767986354327e-16 
  815       3.484347138766e-10       1.703589129571e-12      -8.928315535613e-12       0.000000000000e+00       1.210085552893e-14       4.703094311411e-15      -1.719492265083e-16 
  816       3.484098597361e-10       1.688036508072e-12      -8.671839291318e-12       0.000000000000e+00       1.204551990534e-14       4.683920705147e-15      -1.671146822143e-16 
  817       3.483555305795e-10       1.673318471974e-12      -8.414101470580e-12       0.000000000000e+00       1.199048712545e-14       4.664682614682e-15      -1.622961466788e-16 
  818       3.482717637030e-10       1.659438319513e-12      -8.155188660747e-12       0.000000000000e+00       1.193575576026e-14       4.645380547931e-15      -1.574939594787e-16 
  819       3.481586659180e-10       1.646396893792e-12      -7.895184730490e-12       0.000000000000e+00       1.188132478399e-14       4.626013559225e-15      -1.527082577426e-16 
  820       3.480163465581e-10       1.634194998091e-12      -7.634174383313e-12       0.000000000000e+00       1.182719313179e-14       4.606580692461e-15      -1.479391781704e-16 
  821       3.478449174876e-10       1.622833395691e-12      -7.372243160093e-12       0.000000000000e+00       1.177335969954e-14       4.587080981068e-15      -1.431868570289e-16 
  822       3.476444931116e-10       1.612312809710e-12      -7.109477441610e-12       0.000000000000e+00       1.171982334370e-14       4.567513447973e-15      -1.384514301491e-16 
  823       3.474151903843e-10       1.602633922920e-12      -6.845964451090e-12       0.000000000000e+00       1.166658288116e-14       4.547877105560e-15      -1.337330329221e-16 
  824       3.471571288184e-10       1.593797377587e-12      -6.581792256735e-12       0.000000000000e+00       1.161363708908e-14       4.528170955641e-15      -1.290318002955e-16 
  825       3.468704304943e-10       1.585803775290e-12      -6.317049774263e-12       0.000000000000e+00       1.156098470472e-14       4.508393989416e-15      -1.243478667701e-16 
  826       3.465552200691e-10       1.578653676752e-12      -6.051826769444e-12       0.000000000000e+00       1.150862442531e-14       4.488545187438e-15      -1.196813663964e-16 
  827       3.462116247858e-10       1.572347601671e-12      -5.786213860634e-12       0.000000000000e+00       1.145655490788e-14       4.468623519579e-15      -1.150324327706e-16 
  828       3.458397744823e-10       1.566886028543e-12      -5.520302521313e-12       0.000000000000e+00       1.140477476910e-14       4.448627944990e-15      -1.104011990314e-16 
  829       3.454398016005e-10       1.562269394494e-12      -5.254185082621e-12       0.000000000000e+00       1.135328258514e-14       4.428557412070e-15      -1.057877978562e-16 
  830       3.450118411955e-10       1.558498095106e-12      -4.987954735895e-12       0.000000000000e+00       1.130207689148e-14       4.408410858429e-15      -1.011923614576e-16 
  831       3.445560309448e-10       1.555572484246e-12      -4.721705535204e-12       0.000000000000e+00       1.125115618279e-14       4.388187210848e-15      -9.661502158012e-17 
  832       3.440725111571e-10       1.553492873892e-12      -4.455532399883e-12       0.000000000000e+00       1.120051891276e-14       4.367885385251e-15      -9.205590949608e-17 
  833       3.435614247818e-10       1.552259533966e-12      -4.189531117076e-12       0.000000000000e+00       1.115016349394e-14       4.347504286662e-15      -8.751515600247e-17 
  834       3.430229174178e-10       1.551872692155e-12      -3.923798344264e-12       0.000000000000e+00       1.110008829759e-14       4.327042809174e-15      -8.299289141718e-17 
  835       3.424571373227e-10       1.552332533747e-12      -3.658431611808e-12       0.000000000000e+00       1.105029165350e-14       4.306499835910e-15      -7.848924557547e-17 
  836       3.418642354220e-10       1.553639201453e-12      -3.393529325482e-12       0.000000000000e+00       1.100077184988e-14       4.285874238989e-15      -7.400434782641e-17 
  837       3.412443653182e-10       1.555792795235e-12      -3.129190769007e-12       0.000000000000e+00       1.095152713317e-14       4.265164879492e-15      -6.953832702931e-17 
  838       3.405976832996e-10       1.558793372139e-12      -2.865516106592e-12       0.000000000000e+00       1.090255570788e-14       4.244370607421e-15      -6.509131155013e-17 
  839       3.399243483501e-10       1.562640946120e-12      -2.602606385469e-12       0.000000000000e+00       1.085385573645e-14       4.223490261668e-15      -6.066342925792e-17 
  840       3.392245221574e-10       1.567335487868e-12      -2.340563538427e-12       0.000000000000e+00       1.080542533911e-14       4.202522669978e-15      -5.625480752125e-17 
  841       3.384983691230e-10       1.572876924641e-12      -2.079490386348e-12       0.000000000000e+00       1.075726259367e-14       4.181466648913e-15      -5.186557320463e-17 
  842       3.377460563707e-10       1.579265140089e-12      -1.819490640748e-12       0.000000000000e+00       1.070936553541e-14       4.160321003815e-15      -4.749585266495e-17 
  843       3.369677537560e-10       1.586499974083e-12      -1.560668906308e-12       0.000000000000e+00       1.066173215692e-14       4.139084528772e-15      -4.314577174790e-17 
  844       3.361636338750e-10       1.594581222544e-12      -1.303130683411e-12       0.000000000000e+00       1.061436040791e-14       4.117756006582e-15      -3.881545578440e-17 
  845       3.353338720737e-10       1.603508637272e-12      -1.046982370682e-12       0.000000000000e+00       1.056724819509e-14       4.096334208716e-15      -3.450502958705e-17 
  846       3.344786464570e-10       1.613281925769e-12      -7.923312675193e-13       0.000000000000e+00       1.052039338200e-14       4.074817895285e-15      -3.021461744650e-17 
  847       3.335981378981e-10       1.623900751074e-12      -5.392855766345e-13       0.000000000000e+00       1.047379378887e-14       4.053205815001e-15      -2.594434312796e-17 
  848       3.326925300471e-10       1.635364731586e-12      -2.879544065867e-13       0.000000000000e+00       1.042744719242e-14       4.031496705141e-15      -2.169432986756e-17 
  849       3.317620093405e-10       1.647673440895e-12      -3.844777431897e-14       0.000000000000e+00       1.038135132574e-14       4.009689291516e-15      -1.746470036882e-17 
  850       3.308067650101e-10       1.660826407608e-12       2.091233923048e-13       0.000000000000e+00       1.033550387814e-14       3.987782288431e-15      -1.325557679905e-17 
  851       3.298269890922e-10       1.674823115178e-12       4.546472519643e-13       0.000000000000e+00       1.028990249496e-14       3.965774398649e-15      -9.067080785800e-18 
  852       3.288228764369e-10       1.689663001733e-12       6.980110473461e-13       0.000000000000e+00       1.024454477744e-14       3.943664313358e-15      -4.899333413282e-18 
  853       3.277946247169e-10       1.705345459901e-12       9.391011026079e-13       0.000000000000e+00       1.019942828257e-14       3.921450712134e-15      -7.524552187983e-19 
  854       3.267424344367e-10       1.721869836643e-12       1.177802820842e-12       0.000000000000e+00       1.015455052290e-14       3.899132262904e-15       3.373433810832e-18 
  855       3.256665089417e-10       1.739235433075e-12       1.414000681539e-12       0.000000000000e+00       1.010990896641e-14       3.876707621911e-15       7.478214242843e-18 
  856       3.245670812074e-10       1.757439875174e-12       1.647589468754e-12       0.000000000000e+00       1.006550134720e-14       3.854176145868e-15       1.156169046611e-17 
  857       3.234444946884e-10       1.776474195772e-12       1.878508170597e-12       0.000000000000e+00       1.002132660369e-14       3.831540041792e-15       1.562335905248e-17 
  858       3.222991238658e-10       1.796327668356e-12       2.106706652776e-12       0.000000000000e+00       9.977383956092e-15       3.808802253759e-15       1.966263645256e-17 
  859       3.211313476061e-10       1.816989428158e-12       2.332134479584e-12       0.000000000000e+00       9.933672596929e-15       3.785965754115e-15       2.367893536477e-17 
  860       3.199415491744e-10       1.838448471715e-12       2.554740913199e-12       0.000000000000e+00       9.890191690917e-15       3.763033543560e-15       2.767166472637e-17 
